Country,EdLevel,YearsCodePro,Salary,lat,lon
United States of America,Bachelor’s degree,0.5,85000.0,45.70562800215178,-112.5994359115045
Brazil,Less than a Bachelors,7.0,18696.0,-10.806773643498916,-53.05434003576711
United States of America,Bachelor’s degree,0.5,90000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,20.0,160000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,1.0,130000.0,45.70562800215178,-112.5994359115045
Portugal,Master’s degree,2.0,26874.0,39.63404977497817,-8.055765588295687
Australia,Master’s degree,15.0,120311.0,-25.730654779726077,134.50277547536595
United States of America,Bachelor’s degree,0.5,90000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,10.0,49860.0,-10.806773643498916,-53.05434003576711
United Kingdom,Less than a Bachelors,7.0,51512.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,10.0,140000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,16.0,180000.0,45.70562800215178,-112.5994359115045
Spain,Less than a Bachelors,7.0,213287.0,40.348656106226734,-3.6170206023873743
United States of America,Bachelor’s degree,15.0,180000.0,45.70562800215178,-112.5994359115045
Turkey,Bachelor’s degree,11.0,56376.0,39.06837194061471,35.116900150938406
Germany,Bachelor’s degree,10.0,70385.0,51.13372269040778,10.288485092742851
New Zealand,Bachelor’s degree,6.0,46384.0,-41.662578757158684,172.70192594405574
United States of America,Bachelor’s degree,12.0,160000.0,45.70562800215178,-112.5994359115045
Netherlands,Bachelor’s degree,2.0,85315.0,52.298700374441786,5.512217100965399
Mexico,Bachelor’s degree,6.0,50178.0,23.935371902244835,-102.5763495239869
Portugal,Less than a Bachelors,8.0,25596.0,39.63404977497817,-8.055765588295687
France,Master’s degree,7.0,47990.0,42.46070432663372,-2.8766966992706267
Australia,Bachelor’s degree,21.0,157112.0,-25.730654779726077,134.50277547536595
United States of America,Master’s degree,12.0,165000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,8.0,147000.0,45.70562800215178,-112.5994359115045
Germany,Master’s degree,8.0,79983.0,51.13372269040778,10.288485092742851
Colombia,Master’s degree,22.0,39252.0,3.927213862709704,-73.07773208697478
United States of America,Master’s degree,9.0,170000.0,45.70562800215178,-112.5994359115045
Germany,Bachelor’s degree,3.0,53322.0,51.13372269040778,10.288485092742851
United States of America,Bachelor’s degree,14.0,200000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,25.0,218636.0,61.46907614534896,-98.14238137209708
Iran,Master’s degree,8.0,22128.0,32.51891731762539,54.285451496891426
Brazil,Bachelor’s degree,22.0,49860.0,-10.806773643498916,-53.05434003576711
Germany,Less than a Bachelors,4.0,44790.0,51.13372269040778,10.288485092742851
United States of America,Master’s degree,7.0,210000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,5.0,150000.0,45.70562800215178,-112.5994359115045
Mexico,Bachelor’s degree,6.0,10116.0,23.935371902244835,-102.5763495239869
India,Bachelor’s degree,8.0,38692.0,22.92500640740852,79.59370376325381
United States of America,Bachelor’s degree,0.5,77000.0,45.70562800215178,-112.5994359115045
Sweden,Less than a Bachelors,27.0,48756.0,62.811484968080336,16.59626584684802
Canada,Bachelor’s degree,29.0,113222.0,61.46907614534896,-98.14238137209708
Spain,Bachelor’s degree,6.0,39458.0,40.348656106226734,-3.6170206023873743
Mexico,Bachelor’s degree,34.0,60216.0,23.935371902244835,-102.5763495239869
Australia,Less than a Bachelors,30.0,84925.0,-25.730654779726077,134.50277547536595
Brazil,Bachelor’s degree,6.0,19440.0,-10.806773643498916,-53.05434003576711
United States of America,Bachelor’s degree,5.0,150000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,19.0,230000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,36.0,140551.0,61.46907614534896,-98.14238137209708
United States of America,Bachelor’s degree,30.0,170000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,2.0,147000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,180000.0,45.70562800215178,-112.5994359115045
United States of America,Post grad,5.0,90000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,17.0,200000.0,45.70562800215178,-112.5994359115045
Australia,Master’s degree,7.0,101910.0,-25.730654779726077,134.50277547536595
United States of America,Bachelor’s degree,10.0,120000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,8.0,33648.0,-10.806773643498916,-53.05434003576711
Australia,Bachelor’s degree,22.0,155696.0,-25.730654779726077,134.50277547536595
United States of America,Bachelor’s degree,2.0,91000.0,45.70562800215178,-112.5994359115045
Germany,Less than a Bachelors,6.0,55455.0,51.13372269040778,10.288485092742851
United States of America,Less than a Bachelors,20.0,130000.0,45.70562800215178,-112.5994359115045
Australia,Bachelor’s degree,6.0,124557.0,-25.730654779726077,134.50277547536595
Germany,Less than a Bachelors,8.0,38392.0,51.13372269040778,10.288485092742851
United States of America,Bachelor’s degree,8.0,180000.0,45.70562800215178,-112.5994359115045
United Kingdom,Bachelor’s degree,4.0,131921.0,53.91477348053706,-2.8531353951805545
United States of America,Less than a Bachelors,17.0,130000.0,45.70562800215178,-112.5994359115045
United States of America,Post grad,10.0,165000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,5.0,163500.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,12.0,200000.0,45.70562800215178,-112.5994359115045
New Zealand,Bachelor’s degree,8.0,81382.0,-41.662578757158684,172.70192594405574
Australia,Less than a Bachelors,2.0,81387.0,-25.730654779726077,134.50277547536595
Japan,Bachelor’s degree,5.0,39210.0,37.66311081170466,138.06496213270776
United States of America,Master’s degree,10.0,220000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,20.0,200000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,14.0,168000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,13.0,85000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,16.0,131911.0,-10.806773643498916,-53.05434003576711
Australia,Less than a Bachelors,10.0,93418.0,-25.730654779726077,134.50277547536595
United States of America,Less than a Bachelors,11.0,200000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,104000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,7.0,156000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,28.0,132743.0,61.46907614534896,-98.14238137209708
United States of America,Bachelor’s degree,30.0,200000.0,45.70562800215178,-112.5994359115045
Australia,Master’s degree,12.0,92002.0,-25.730654779726077,134.50277547536595
United States of America,Bachelor’s degree,20.0,250000.0,45.70562800215178,-112.5994359115045
Spain,Less than a Bachelors,4.0,31993.0,40.348656106226734,-3.6170206023873743
Germany,Bachelor’s degree,12.0,101312.0,51.13372269040778,10.288485092742851
Spain,Less than a Bachelors,1.0,21329.0,40.348656106226734,-3.6170206023873743
United States of America,Master’s degree,20.0,155000.0,45.70562800215178,-112.5994359115045
Spain,Bachelor’s degree,3.0,42657.0,40.348656106226734,-3.6170206023873743
United States of America,Bachelor’s degree,32.0,205000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,23.0,200000.0,45.70562800215178,-112.5994359115045
Portugal,Bachelor’s degree,8.0,28794.0,39.63404977497817,-8.055765588295687
Brazil,Bachelor’s degree,9.0,14484.0,-10.806773643498916,-53.05434003576711
United States of America,Bachelor’s degree,7.0,130000.0,45.70562800215178,-112.5994359115045
Mexico,Master’s degree,19.0,54192.0,23.935371902244835,-102.5763495239869
Brazil,Bachelor’s degree,20.0,35315.0,-10.806773643498916,-53.05434003576711
India,Bachelor’s degree,11.0,47720.0,22.92500640740852,79.59370376325381
United States of America,Bachelor’s degree,12.0,130000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,8.0,92000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,3.0,220000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,20.0,117150.0,61.46907614534896,-98.14238137209708
Australia,Master’s degree,19.0,106157.0,-25.730654779726077,134.50277547536595
Spain,Post grad,16.0,117308.0,40.348656106226734,-3.6170206023873743
United States of America,Bachelor’s degree,18.0,140000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,30.0,230000.0,45.70562800215178,-112.5994359115045
United Kingdom,Bachelor’s degree,5.0,100511.0,53.91477348053706,-2.8531353951805545
Greece,Master’s degree,4.0,47990.0,39.066715899713955,22.719813447095053
United States of America,Bachelor’s degree,16.0,216000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,58000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,11.0,17196.0,-10.806773643498916,-53.05434003576711
United States of America,Less than a Bachelors,33.0,210000.0,45.70562800215178,-112.5994359115045
Portugal,Master’s degree,4.0,37325.0,39.63404977497817,-8.055765588295687
United States of America,Master’s degree,7.0,138000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,4.0,78084.0,61.46907614534896,-98.14238137209708
Australia,Bachelor’s degree,13.0,123849.0,-25.730654779726077,134.50277547536595
Portugal,Bachelor’s degree,5.0,34126.0,39.63404977497817,-8.055765588295687
Brazil,Less than a Bachelors,4.0,22851.0,-10.806773643498916,-53.05434003576711
United States of America,Bachelor’s degree,22.0,100000.0,45.70562800215178,-112.5994359115045
United Kingdom,Bachelor’s degree,7.0,62820.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,2.0,80000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,25.0,170000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,8.0,135000.0,45.70562800215178,-112.5994359115045
Poland,Master’s degree,6.0,55500.0,52.14826021933187,19.31101430844868
United Kingdom,Master’s degree,3.0,61563.0,53.91477348053706,-2.8531353951805545
India,Master’s degree,8.0,43851.0,22.92500640740852,79.59370376325381
Portugal,Master’s degree,10.0,28152.0,39.63404977497817,-8.055765588295687
United States of America,Less than a Bachelors,9.0,115000.0,45.70562800215178,-112.5994359115045
Australia,Master’s degree,15.0,124557.0,-25.730654779726077,134.50277547536595
United States of America,Master’s degree,6.0,157500.0,45.70562800215178,-112.5994359115045
United Kingdom,Less than a Bachelors,7.0,122498.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,4.0,112000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,11.0,136647.0,61.46907614534896,-98.14238137209708
United States of America,Bachelor’s degree,6.0,80000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,10.0,110000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,215000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,110000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,2.0,114000.0,45.70562800215178,-112.5994359115045
United Kingdom,Bachelor’s degree,2.0,56538.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,25.0,250000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,18.0,100000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,16.0,240000.0,45.70562800215178,-112.5994359115045
Spain,Post grad,24.0,31992.0,40.348656106226734,-3.6170206023873743
Sweden,Bachelor’s degree,4.0,146268.0,62.811484968080336,16.59626584684802
United States of America,Master’s degree,1.0,66000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,2.0,80000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,20.0,200000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,9.0,120000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,9.0,165000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,1.0,67000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,3.0,160000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,11.0,125000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,28.0,145000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,9.0,145000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,3.0,86000.0,45.70562800215178,-112.5994359115045
Germany,Master’s degree,8.0,100245.0,51.13372269040778,10.288485092742851
United States of America,Bachelor’s degree,5.0,180000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,4.0,104000.0,45.70562800215178,-112.5994359115045
United Kingdom,Bachelor’s degree,7.0,92973.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,31.0,180000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,32.0,120000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,2.0,47000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,5.0,175000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,10.0,110000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,1.0,87500.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,7.0,240000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,10.0,240000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,4.0,115000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,1.0,80000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,12.0,66000.0,-10.806773643498916,-53.05434003576711
China,Bachelor’s degree,2.0,14412.0,36.555066531858685,103.88361230063249
Australia,Master’s degree,31.0,176928.0,-25.730654779726077,134.50277547536595
Israel,Bachelor’s degree,1.0,64572.0,31.4849193900197,35.003851206429005
United States of America,Bachelor’s degree,17.0,205000.0,45.70562800215178,-112.5994359115045
Mexico,Bachelor’s degree,12.0,51180.0,23.935371902244835,-102.5763495239869
Canada,Less than a Bachelors,9.0,89797.0,61.46907614534896,-98.14238137209708
Canada,Bachelor’s degree,9.0,136647.0,61.46907614534896,-98.14238137209708
United States of America,Post grad,30.0,200000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,2.0,102000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,5.0,17450.0,-10.806773643498916,-53.05434003576711
New Zealand,Bachelor’s degree,31.0,205867.0,-41.662578757158684,172.70192594405574
Brazil,Master’s degree,2.0,37392.0,-10.806773643498916,-53.05434003576711
India,Bachelor’s degree,13.0,55458.0,22.92500640740852,79.59370376325381
Canada,Less than a Bachelors,14.0,171785.0,61.46907614534896,-98.14238137209708
India,Bachelor’s degree,10.0,28374.0,22.92500640740852,79.59370376325381
Canada,Bachelor’s degree,10.0,124935.0,61.46907614534896,-98.14238137209708
Colombia,Bachelor’s degree,2.0,11172.0,3.927213862709704,-73.07773208697478
United States of America,Bachelor’s degree,13.0,113000.0,45.70562800215178,-112.5994359115045
Canada,Master’s degree,2.0,106975.0,61.46907614534896,-98.14238137209708
United States of America,Bachelor’s degree,2.0,70000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,32.0,190000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,10.0,180000.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,5.0,70276.0,61.46907614534896,-98.14238137209708
Canada,Bachelor’s degree,10.0,156168.0,61.46907614534896,-98.14238137209708
United States of America,Less than a Bachelors,4.0,95000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,7.0,118000.0,45.70562800215178,-112.5994359115045
Ireland,Bachelor’s degree,7.0,95979.0,53.18059120995006,-8.010236544877012
Argentina,Master’s degree,0.5,20196.0,-35.4468214894951,-65.17536077114173
Mexico,Bachelor’s degree,4.0,39144.0,23.935371902244835,-102.5763495239869
Australia,Bachelor’s degree,17.0,155696.0,-25.730654779726077,134.50277547536595
India,Bachelor’s degree,3.0,16766.0,22.92500640740852,79.59370376325381
United States of America,Master’s degree,20.0,150000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,22.0,75000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,10.0,180000.0,45.70562800215178,-112.5994359115045
India,Master’s degree,8.0,60617.0,22.92500640740852,79.59370376325381
Canada,Less than a Bachelors,1.0,24600.0,61.46907614534896,-98.14238137209708
United States of America,Bachelor’s degree,6.0,120000.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,5.0,170000.0,45.70562800215178,-112.5994359115045
India,Bachelor’s degree,9.0,28374.0,22.92500640740852,79.59370376325381
United States of America,Less than a Bachelors,21.0,190000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,22.0,150000.0,45.70562800215178,-112.5994359115045
United States of America,Master’s degree,5.0,150000.0,45.70562800215178,-112.5994359115045
Brazil,Bachelor’s degree,8.0,39888.0,-10.806773643498916,-53.05434003576711
Turkey,Bachelor’s degree,11.0,20664.0,39.06837194061471,35.116900150938406
Serbia,Master’s degree,4.0,21792.0,44.23303653365162,20.819651926382583
Canada,Less than a Bachelors,20.0,136647.0,61.46907614534896,-98.14238137209708
Switzerland,Master’s degree,21.0,124104.0,46.79173768366762,8.118300613385486
Iran,Bachelor’s degree,10.0,28368.0,32.51891731762539,54.285451496891426
Germany,Less than a Bachelors,16.0,63986.0,51.13372269040778,10.288485092742851
United States of America,Less than a Bachelors,8.0,165000.0,45.70562800215178,-112.5994359115045
Australia,Bachelor’s degree,4.0,77848.0,-25.730654779726077,134.50277547536595
United States of America,Master’s degree,15.0,205000.0,45.70562800215178,-112.5994359115045
Poland,Master’s degree,12.0,85300.0,52.14826021933187,19.31101430844868
Poland,Less than a Bachelors,10.0,95000.0,52.14826021933187,19.31101430844868
United States of America,Bachelor’s degree,5.0,111500.0,45.70562800215178,-112.5994359115045
Canada,Bachelor’s degree,1.0,50755.0,61.46907614534896,-98.14238137209708
Mexico,Bachelor’s degree,7.0,70272.0,23.935371902244835,-102.5763495239869
United Kingdom,Bachelor’s degree,14.0,87948.0,53.91477348053706,-2.8531353951805545
Belgium,Bachelor’s degree,30.0,38388.0,50.65244095902296,4.580834113854935
New Zealand,Bachelor’s degree,22.0,61760.0,-41.662578757158684,172.70192594405574
Iran,Master’s degree,8.0,36276.0,32.51891731762539,54.285451496891426
India,Bachelor’s degree,4.0,51589.0,22.92500640740852,79.59370376325381
Sweden,Bachelor’s degree,2.0,42660.0,62.811484968080336,16.59626584684802
Iran,Less than a Bachelors,4.0,79428.0,32.51891731762539,54.285451496891426
Iran,Master’s degree,5.0,56736.0,32.51891731762539,54.285451496891426
United States of America,Bachelor’s degree,3.0,136000.0,45.70562800215178,-112.5994359115045
China,Master’s degree,21.0,102108.0,36.555066531858685,103.88361230063249
United States of America,Bachelor’s degree,3.0,85000.0,45.70562800215178,-112.5994359115045
Turkey,Bachelor’s degree,4.0,13524.0,39.06837194061471,35.116900150938406
Austria,Less than a Bachelors,26.0,25594.0,47.6139487927463,14.076158884337072
India,Bachelor’s degree,10.0,27342.0,22.92500640740852,79.59370376325381
Germany,Master’s degree,15.0,85315.0,51.13372269040778,10.288485092742851
United States of America,Less than a Bachelors,4.0,62000.0,45.70562800215178,-112.5994359115045
Germany,Less than a Bachelors,7.0,38392.0,51.13372269040778,10.288485092742851
India,Bachelor’s degree,2.0,12897.0,22.92500640740852,79.59370376325381
United States of America,Less than a Bachelors,10.0,185000.0,45.70562800215178,-112.5994359115045
Switzerland,Less than a Bachelors,11.0,93078.0,46.79173768366762,8.118300613385486
Sweden,Master’s degree,12.0,71916.0,62.811484968080336,16.59626584684802
Netherlands,Master’s degree,12.0,127972.0,52.298700374441786,5.512217100965399
India,Bachelor’s degree,2.0,12897.0,22.92500640740852,79.59370376325381
Italy,Master’s degree,5.0,89581.0,42.751183052964265,12.140788372235871
Canada,Less than a Bachelors,1.0,54659.0,61.46907614534896,-98.14238137209708
Israel,Less than a Bachelors,22.0,71748.0,31.4849193900197,35.003851206429005
India,Bachelor’s degree,10.0,25794.0,22.92500640740852,79.59370376325381
Brazil,Bachelor’s degree,14.0,72000.0,-10.806773643498916,-53.05434003576711
Russia,Master’s degree,5.0,75432.0,61.98084075071274,96.87522325596434
India,Bachelor’s degree,9.0,36112.0,22.92500640740852,79.59370376325381
United States of America,Bachelor’s degree,0.5,102000.0,45.70562800215178,-112.5994359115045
India,Bachelor’s degree,1.0,28374.0,22.92500640740852,79.59370376325381
Italy,Master’s degree,13.0,79983.0,42.751183052964265,12.140788372235871
Sweden,Bachelor’s degree,4.0,49980.0,62.811484968080336,16.59626584684802
Austria,Master’s degree,9.0,72518.0,47.6139487927463,14.076158884337072
Sweden,Less than a Bachelors,0.5,43272.0,62.811484968080336,16.59626584684802
Mexico,Bachelor’s degree,7.0,72000.0,23.935371902244835,-102.5763495239869
United States of America,Less than a Bachelors,28.0,170000.0,45.70562800215178,-112.5994359115045
South Africa,Master’s degree,10.0,113796.0,-28.947033259979115,25.048013879861678
India,Bachelor’s degree,3.0,23215.0,22.92500640740852,79.59370376325381
United States of America,Bachelor’s degree,13.0,193000.0,45.70562800215178,-112.5994359115045
India,Less than a Bachelors,3.0,21925.0,22.92500640740852,79.59370376325381
Switzerland,Bachelor’s degree,3.0,89975.0,46.79173768366762,8.118300613385486
United Kingdom,Master’s degree,14.0,69102.0,53.91477348053706,-2.8531353951805545
Iran,Bachelor’s degree,3.0,53892.0,32.51891731762539,54.285451496891426
United States of America,Bachelor’s degree,1.0,186000.0,45.70562800215178,-112.5994359115045
Germany,Master’s degree,3.0,55455.0,51.13372269040778,10.288485092742851
Germany,Bachelor’s degree,5.0,53322.0,51.13372269040778,10.288485092742851
Russia,Bachelor’s degree,4.0,83124.0,61.98084075071274,96.87522325596434
Russia,Post grad,6.0,62340.0,61.98084075071274,96.87522325596434
India,Bachelor’s degree,5.0,30953.0,22.92500640740852,79.59370376325381
Canada,Bachelor’s degree,9.0,142894.0,61.46907614534896,-98.14238137209708
Australia,Master’s degree,8.0,162774.0,-25.730654779726077,134.50277547536595
Germany,Bachelor’s degree,4.0,85315.0,51.13372269040778,10.288485092742851
India,Bachelor’s degree,3.0,32243.0,22.92500640740852,79.59370376325381
India,Less than a Bachelors,5.0,12384.0,22.92500640740852,79.59370376325381
Germany,Bachelor’s degree,18.0,154633.0,51.13372269040778,10.288485092742851
Romania,Master’s degree,8.0,62124.0,45.857101035738005,24.943252494635377
Serbia,Less than a Bachelors,3.0,19124.0,44.23303653365162,20.819651926382583
United States of America,Less than a Bachelors,1.0,95000.0,45.70562800215178,-112.5994359115045
United States of America,Less than a Bachelors,7.0,150000.0,45.70562800215178,-112.5994359115045
Switzerland,Bachelor’s degree,24.0,152027.0,46.79173768366762,8.118300613385486
Germany,Post grad,15.0,51192.0,51.13372269040778,10.288485092742851
New Zealand,Bachelor’s degree,2.0,63047.0,-41.662578757158684,172.70192594405574
United Kingdom,Less than a Bachelors,40.0,109306.0,53.91477348053706,-2.8531353951805545
Serbia,Bachelor’s degree,6.0,80628.0,44.23303653365162,20.819651926382583
United States of America,Bachelor’s degree,3.0,85500.0,45.70562800215178,-112.5994359115045
Poland,Bachelor’s degree,2.0,26088.0,52.14826021933187,19.31101430844868
Italy,Bachelor’s degree,17.0,53322.0,42.751183052964265,12.140788372235871
France,Master’s degree,21.0,81049.0,42.46070432663372,-2.8766966992706267
Russia,Master’s degree,5.0,62340.0,61.98084075071274,96.87522325596434
Portugal,Less than a Bachelors,20.0,12792.0,39.63404977497817,-8.055765588295687
Poland,Post grad,19.0,40236.0,52.14826021933187,19.31101430844868
Germany,Bachelor’s degree,4.0,46068.0,51.13372269040778,10.288485092742851
United States of America,Bachelor’s degree,10.0,150000.0,45.70562800215178,-112.5994359115045
Denmark,Post grad,10.0,94644.0,56.06393446179454,9.876372937675002
Australia,Bachelor’s degree,32.0,84925.0,-25.730654779726077,134.50277547536595
United Kingdom,Less than a Bachelors,23.0,75007.0,53.91477348053706,-2.8531353951805545
United States of America,Bachelor’s degree,10.0,210000.0,45.70562800215178,-112.5994359115045
Poland,Master’s degree,6.0,38856.0,52.14826021933187,19.31101430844868
Israel,Bachelor’s degree,12.0,161424.0,31.4849193900197,35.003851206429005
Spain,Bachelor’s degree,1.0,31993.0,40.348656106226734,-3.6170206023873743
Germany,Less than a Bachelors,22.0,138637.0,51.13372269040778,10.288485092742851
Sweden,Bachelor’s degree,15.0,73140.0,62.811484968080336,16.59626584684802
United Kingdom,Less than a Bachelors,26.0,106793.0,53.91477348053706,-2.8531353951805545
Italy,Master’s degree,11.0,28152.0,42.751183052964265,12.140788372235871
Italy,Bachelor’s degree,22.0,51189.0,42.751183052964265,12.140788372235871
Russia,Master’s degree,1.0,16620.0,61.98084075071274,96.87522325596434
India,Bachelor’s degree,10.0,49783.0,22.92500640740852,79.59370376325381
France,Less than a Bachelors,15.0,44796.0,42.46070432663372,-2.8766966992706267
Norway,Master’s degree,3.0,74357.0,69.15685630975351,15.468119955206761
New Zealand,Bachelor’s degree,5.0,84277.0,-41.662578757158684,172.70192594405574
Finland,Master’s degree,25.0,74651.0,64.50409403963651,26.211764610296353
Mexico,Bachelor’s degree,15.0,79476.0,23.935371902244835,-102.5763495239869
United States of America,Less than a Bachelors,39.0,135200.0,45.70562800215178,-112.5994359115045
United States of America,Bachelor’s degree,8.0,113000.0,45.70562800215178,-112.5994359115045
Germany,Bachelor’s degree,15.0,99179.0,51.13372269040778,10.288485092742851
Indonesia,Bachelor’s degree,12.0,21228.0,-2.221737936520542,117.42340756227364
United States of America,Less than a Bachelors,8.0,115000.0,45.70562800215178,-112.5994359115045
Germany,Master’s degree,18.0,90647.0,51.13372269040778,10.288485092742851
India,Bachelor’s degree,0.5,35000.0,22.92500640740852,79.59370376325381
Italy,Less than a Bachelors,20.0,24312.0,42.751183052964265,12.140788372235871
Switzerland,Master’s degree,12.0,155129.0,46.79173768366762,8.118300613385486
Germany,Master’s degree,5.0,74651.0,51.13372269040778,10.288485092742851
Australia,Bachelor’s degree,10.0,93418.0,-25.730654779726077,134.50277547536595
Iran,Bachelor’s degree,5.0,56736.0,32.51891731762539,54.285451496891426
United States of America,Bachelor’s degree,10.0,148000.0,45.70562800215178,-112.5994359115045
Belgium,Bachelor’s degree,4.0,58872.0,50.65244095902296,4.580834113854935
United States of America,Bachelor’s degree,8.0,148000.0,45.70562800215178,-112.5994359115045
Iran,Master’s degree,9.0,79428.0,32.51891731762539,54.285451496891426
France,Master’s degree,7.0,69318.0,42.46070432663372,-2.8766966992706267
Australia,Master’s degree,35.0,113234.0,-25.730654779726077,134.50277547536595
Romania,Less than a Bachelors,16.0,65604.0,45.857101035738005,24.943252494635377
United States of America,Bachelor’s degree,2.0,200000.0,45.70562800215178,-112.5994359115045
Germany,Less than a Bachelors,3.0,42648.0,51.13372269040778,10.288485092742851
United Kingdom,Post grad,20.0,150767.0,53.91477348053706,-2.8531353951805545
Russia,Less than a Bachelors,17.0,20784.0,61.98084075071274,96.87522325596434
Denmark,Less than a Bachelors,28.0,114432.0,56.06393446179454,9.876372937675002
France,Post grad,13.0,101312.0,42.46070432663372,-2.8766966992706267
Russia,Post grad,8.0,35328.0,61.98084075071274,96.87522325596434
France,Master’s degree,16.0,127972.0,42.46070432663372,-2.8766966992706267
Denmark,Less than a Bachelors,38.0,123888.0,56.06393446179454,9.876372937675002
Italy,Post grad,6.0,25596.0,42.751183052964265,12.140788372235871
India,Less than a Bachelors,0.5,22699.0,22.92500640740852,79.59370376325381
United Kingdom,Bachelor’s degree,5.0,65332.0,53.91477348053706,-2.8531353951805545
Italy,Post grad,6.0,42657.0,42.751183052964265,12.140788372235871
Poland,Master’s degree,16.0,69375.0,52.14826021933187,19.31101430844868
Denmark,Master’s degree,23.0,94644.0,56.06393446179454,9.876372937675002
